productId|productName|price|rating|ratingCount|searchImage|landingPageUrl
20241360|RAZZAI Blue Microfiber Mild Winter 300 GSM Single Bed Comforter|4729|0|0|http://assets.myntassets.com/assets/images/20241360/2022/10/1/d4421f8b-a00a-4536-8555-a1c2b2266bd91664568465968AllWeatherReversible300gsmMicrofiberComforter1.jpg|Blankets-Quilts-and-Dohars/RAZZAI/RAZZAI-Blue-Microfiber-Mild-Winter-300-GSM-Single-Bed-Comforter/20241360/buy
20241358|RAZZAI Teal & Silver-Toned Microfiber Mild Winter 500 GSM Single Bed Comforter|5829|0|0|http://assets.myntassets.com/assets/images/20241358/2022/10/1/3b23d1f3-7407-41bd-8e6a-88c97bdcabf81664564575735AllWeatherReversible500gsmMicrofiberComforter1.jpg|Blankets-Quilts-and-Dohars/RAZZAI/RAZZAI-Teal--Silver-Toned-Microfiber-Mild-Winter-500-GSM-Single-Bed-Comforter/20241358/buy
20241356|RAZZAI Teal & Silver-Toned Microfiber Mild Winter 210 GSM Single Bed Comforter|3629|0|0|http://assets.myntassets.com/assets/images/20241356/2022/10/1/2bbabd4d-5403-4cd3-b31a-bf3f2fc263451664562851461AllWeatherReversible210gsmMicrofiberComforter1.jpg|Blankets-Quilts-and-Dohars/RAZZAI/RAZZAI-Teal--Silver-Toned-Microfiber-Mild-Winter-210-GSM-Single-Bed-Comforter/20241356/buy
20241354|RAZZAI Silver-Toned Microfiber Mild Winter 210 GSM Single Bed Comforter|3629|0|0|http://assets.myntassets.com/assets/images/20241354/2022/10/1/988434a0-5a11-44f4-860e-cd350678c22d1664562813756AllWeatherReversible210gsmMicrofiberComforter1.jpg|Blankets-Quilts-and-Dohars/RAZZAI/RAZZAI-Silver-Toned-Microfiber-Mild-Winter-210-GSM-Single-Bed-Comforter/20241354/buy
20241352|RAZZAI Grey & Brown Microfiber Mild Winter 300 GSM Single Bed Comforter|4729|0|0|http://assets.myntassets.com/assets/images/20241352/2022/10/1/df977c88-278f-4938-a630-26015ce02baa1664568011775AllWeatherReversible300gsmMicrofiberComforter1.jpg|Blankets-Quilts-and-Dohars/RAZZAI/RAZZAI-Grey--Brown-Microfiber-Mild-Winter-300-GSM-Single-Bed-Comforter/20241352/buy
20241350|RAZZAI Teal & Silver-Toned Microfiber Mild Winter 300 GSM Single Bed Comforter|4729|0|0|http://assets.myntassets.com/assets/images/20241350/2022/10/1/b20dc077-a144-459b-a7a2-c535807053131664568117129AllWeatherReversible300gsmMicrofiberComforter1.jpg|Blankets-Quilts-and-Dohars/RAZZAI/RAZZAI-Teal--Silver-Toned-Microfiber-Mild-Winter-300-GSM-Single-Bed-Comforter/20241350/buy
20241348|RAZZAI Blue & Grey Microfiber Mild Winter 500 GSM Single Bed Comforter|5829|0|0|http://assets.myntassets.com/assets/images/20241348/2022/10/1/70e1c348-fa57-4456-bc9f-5792a37a16b61664564570853AllWeatherReversible500gsmMicrofiberComforter1.jpg|Blankets-Quilts-and-Dohars/RAZZAI/RAZZAI-Blue--Grey-Microfiber-Mild-Winter-500-GSM-Single-Bed-Comforter/20241348/buy
20241346|RAZZAI Burgundy & Silver-Toned Microfiber Mild Winter 500 GSM Single Bed Comforter|5829|0|0|http://assets.myntassets.com/assets/images/20241346/2022/10/1/c1b6f570-8cb0-47c8-b8f7-70ad1ca1a1281664564033035AllWeatherReversible500gsmMicrofiberComforter1.jpg|Blankets-Quilts-and-Dohars/RAZZAI/RAZZAI-Burgundy--Silver-Toned-Microfiber-Mild-Winter-500-GSM-Single-Bed-Comforter/20241346/buy
20241344|RAZZAI Silver-Toned Microfiber Mild Winter 500 GSM Single Bed Comforter|5829|0|0|http://assets.myntassets.com/assets/images/20241344/2022/10/1/3de9e28a-dc8d-4b8f-b048-329212e85cf51664566079075AllWeatherReversible500gsmMicrofiberComforter1.jpg|Blankets-Quilts-and-Dohars/RAZZAI/RAZZAI-Silver-Toned-Microfiber-Mild-Winter-500-GSM-Single-Bed-Comforter/20241344/buy
20241342|RAZZAI Blue & Silver-Toned Microfiber Mild Winter 300 GSM Single Bed Comforter|4729|0|0|http://assets.myntassets.com/assets/images/20241342/2022/10/1/0f2b5ef2-5b0e-44c5-8b84-4bb8c3e2a2491664566069918AllWeatherReversible300gsmMicrofiberComforter1.jpg|Blankets-Quilts-and-Dohars/RAZZAI/RAZZAI-Blue--Silver-Toned-Microfiber-Mild-Winter-300-GSM-Single-Bed-Comforter/20241342/buy
20241340|RAZZAI Silver-Toned Microfiber Mild Winter 300 GSM Single Bed Comforter|4729|0|0|http://assets.myntassets.com/assets/images/20241340/2022/10/1/0cdebca1-c48d-49b3-bd01-7e9f9c2047581664564583405AllWeatherReversible300gsmMicrofiberComforter1.jpg|Blankets-Quilts-and-Dohars/RAZZAI/RAZZAI-Silver-Toned-Microfiber-Mild-Winter-300-GSM-Single-Bed-Comforter/20241340/buy
20241338|RAZZAI Blue & Silver-Toned Microfiber Mild Winter 210 GSM Single Bed Comforter|3629|0|0|http://assets.myntassets.com/assets/images/20241338/2022/10/1/92a33cbd-1153-4666-a012-ebf8baf8626c1664563997623AllWeatherReversible210gsmMicrofiberComforter1.jpg|Blankets-Quilts-and-Dohars/RAZZAI/RAZZAI-Blue--Silver-Toned-Microfiber-Mild-Winter-210-GSM-Single-Bed-Comforter/20241338/buy
20241336|RAZZAI Teal Microfiber Mild Winter 300 GSM Single Bed Comforter|4729|0|0|http://assets.myntassets.com/assets/images/20241336/2022/10/1/6243131e-e864-42ab-8009-4542cb1b72391664563886138AllWeatherReversible300gsmMicrofiberComforter1.jpg|Blankets-Quilts-and-Dohars/RAZZAI/RAZZAI-Teal-Microfiber-Mild-Winter-300-GSM-Single-Bed-Comforter/20241336/buy
20241334|RAZZAI Burgundy & Grey Microfiber Mild Winter 500 GSM Single Bed Comforter|5829|0|0|http://assets.myntassets.com/assets/images/20241334/2022/10/1/cc811f55-7b75-4fc7-a4f0-ce3c5289dcc71664571299908AllWeatherReversible500gsmMicrofiberComforter1.jpg|Blankets-Quilts-and-Dohars/RAZZAI/RAZZAI-Burgundy--Grey-Microfiber-Mild-Winter-500-GSM-Single-Bed-Comforter/20241334/buy
20241332|RAZZAI Grey & Black Microfiber Mild Winter 500 GSM Single Bed Comforter|5829|0|0|http://assets.myntassets.com/assets/images/20241332/2022/10/1/05f8171d-654d-4381-ba46-f3c0457106161664564579894AllWeatherReversible500gsmMicrofiberComforter1.jpg|Blankets-Quilts-and-Dohars/RAZZAI/RAZZAI-Grey--Black-Microfiber-Mild-Winter-500-GSM-Single-Bed-Comforter/20241332/buy
20241330|RAZZAI Blue & Grey Microfiber Mild Winter 500 GSM Single Bed Comforter|5829|0|0|http://assets.myntassets.com/assets/images/20241330/2022/10/1/fd9cf1e0-c76d-490b-bb2c-dd757db4e9051664564575042AllWeatherReversible500gsmMicrofiberComforter1.jpg|Blankets-Quilts-and-Dohars/RAZZAI/RAZZAI-Blue--Grey-Microfiber-Mild-Winter-500-GSM-Single-Bed-Comforter/20241330/buy
20241328|RAZZAI Peach-Coloured & Silver-Toned Microfiber Mild Winter 300 GSM Single Bed Comforter|4729|0|0|http://assets.myntassets.com/assets/images/20241328/2022/10/1/6ce25334-6b62-41d3-9114-a8e3575e26741664564587574AllWeatherReversible300gsmMicrofiberComforter1.jpg|Blankets-Quilts-and-Dohars/RAZZAI/RAZZAI-Peach-Coloured--Silver-Toned-Microfiber-Mild-Winter-300-GSM-Single-Bed-Comforter/20241328/buy
20241326|RAZZAI White & Grey Microfiber Mild Winter 210 GSM Single Bed Comforter|3629|0|0|http://assets.myntassets.com/assets/images/20241326/2022/10/1/ef5ac043-258e-4fdb-8da2-712abfc85eb51664568087220AllWeatherReversible210gsmMicrofiberComforter1.jpg|Blankets-Quilts-and-Dohars/RAZZAI/RAZZAI-White--Grey-Microfiber-Mild-Winter-210-GSM-Single-Bed-Comforter/20241326/buy
